City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Caxito,AO,-8.5785,13.6643,80.6,78,40,4.61,scattered clouds
701,Freeport,US,40.6576,-73.5832,59.0,40,90,5.75,overcast clouds
702,Fenoarivo,MG,-18.933,47.4354,68.0,83,40,3.44,scattered clouds
703,Manga,BF,11.6636,-1.0731,96.22,7,1,5.7,clear sky
704,Multan,PK,30.1956,71.4753,82.4,36,40,9.22,haze
705,Linfen,CN,36.0889,111.5189,49.32,40,31,0.89,scattered clouds
706,Barra Bonita,BR,-22.4947,-48.5581,86.0,45,40,9.22,scattered clouds
707,Buraydah,SA,26.326,43.975,69.8,26,0,5.75,clear sky
708,Cozumel,MX,20.5083,-86.9458,80.6,54,40,19.57,scattered clouds
709,Fuyu,CN,45.1833,124.8167,42.57,29,0,10.45,clear sky
710,Banting,MY,2.8167,101.5,82.4,89,20,2.3,few clouds
